"Time","Ciudad Vieja","Punta Carretas","Curva de Maroñas","La Blanqueada","Prado","Lezica","Casavalle","Carrasco","Manga","Cerro","Malvín","La Esperanza","Santiago Vázquez","Colón","Paso de la Arena"
2024-12-06 02:05:31,,,,,0.00,,,,,,,,,,
2024-12-06 02:05:38,,,,,,0.00,,,,,,,,,
2024-12-06 02:06:00,,,,,,,,,,,0.00,,,,
2024-12-06 02:06:02,,,,,,,,,,,,0.00,,,
2024-12-06 02:06:16,,,,,,,,,,,,,,0.00,
2024-12-06 02:06:33,,,,,,,,,,,,,,,0.00
2024-12-06 02:06:34,,0.00,0.00,,,,,,,,,,,,
2024-12-06 02:06:53,,,,0.00,,,,,,,,,,,
2024-12-06 02:07:08,0.00,,,,,,,,,,,,,,
2024-12-06 02:07:25,,,,,,,,,0.00,,,,,,
2024-12-06 02:09:03,,,,,,,0.00,,,,,,,,
2024-12-06 02:09:56,,,,,,,,,,,,,0.00,,
2024-12-06 02:09:57,,,,,,,,0.00,,,,,,,
2024-12-06 02:10:22,,,,,,,,,,0.00,,,,,
2024-12-06 02:10:31,,,,,0.00,,,,,,,,,,
2024-12-06 02:10:38,,,,,,0.00,,,,,,,,,
2024-12-06 02:11:00,,,,,,,,,,,0.00,,,,
2024-12-06 02:11:02,,,,,,,,,,,,0.00,,,
2024-12-06 02:11:16,,,,,,,,,,,,,,0.00,
2024-12-06 02:11:33,,,,,,,,,,,,,,,0.00
2024-12-06 02:11:34,,0.00,0.00,,,,,,,,,,,,
2024-12-06 02:11:53,,,,0.00,,,,,,,,,,,
2024-12-06 02:12:08,0.00,,,,,,,,,,,,,,
2024-12-06 02:12:25,,,,,,,,,0.00,,,,,,
2024-12-06 02:14:03,,,,,,,0.00,,,,,,,,
2024-12-06 02:14:56,,,,,,,,,,,,,0.00,,
2024-12-06 02:14:57,,,,,,,,0.00,,,,,,,
2024-12-06 02:15:22,,,,,,,,,,0.00,,,,,
2024-12-06 02:15:31,,,,,0.00,,,,,,,,,,
2024-12-06 02:15:39,,,,,,0.00,,,,,,,,,
2024-12-06 02:16:00,,,,,,,,,,,0.00,,,,
2024-12-06 02:16:02,,,,,,,,,,,,0.00,,,
2024-12-06 02:16:16,,,,,,,,,,,,,,0.00,
2024-12-06 02:16:34,,0.00,0.00,,,,,,,,,,,,0.00
2024-12-06 02:16:53,,,,0.00,,,,,,,,,,,
2024-12-06 02:17:08,0.00,,,,,,,,,,,,,,
2024-12-06 02:17:25,,,,,,,,,0.00,,,,,,
2024-12-06 02:19:03,,,,,,,0.00,,,,,,,,
2024-12-06 02:19:56,,,,,,,,,,,,,0.00,,
2024-12-06 02:19:57,,,,,,,,0.00,,,,,,,
2024-12-06 02:20:22,,,,,,,,,,0.00,,,,,
2024-12-06 02:20:31,,,,,0.00,,,,,,,,,,
2024-12-06 02:20:39,,,,,,0.00,,,,,,,,,
2024-12-06 02:21:00,,,,,,,,,,,0.00,,,,
2024-12-06 02:21:02,,,,,,,,,,,,0.00,,,
2024-12-06 02:21:16,,,,,,,,,,,,,,0.00,
2024-12-06 02:21:34,,0.00,0.00,,,,,,,,,,,,0.00
2024-12-06 02:21:53,,,,0.00,,,,,,,,,,,
2024-12-06 02:22:08,0.00,,,,,,,,,,,,,,
2024-12-06 02:22:25,,,,,,,,,0.00,,,,,,
2024-12-06 02:24:03,,,,,,,0.00,,,,,,,,
2024-12-06 02:24:56,,,,,,,,,,,,,0.00,,
2024-12-06 02:24:57,,,,,,,,0.00,,,,,,,
2024-12-06 02:25:22,,,,,,,,,,0.00,,,,,
2024-12-06 02:25:31,,,,,0.00,,,,,,,,,,
2024-12-06 02:25:39,,,,,,0.00,,,,,,,,,
2024-12-06 02:26:00,,,,,,,,,,,0.00,,,,
2024-12-06 02:26:02,,,,,,,,,,,,0.00,,,
2024-12-06 02:26:16,,,,,,,,,,,,,,0.00,
2024-12-06 02:26:34,,0.00,,,,,,,,,,,,,0.00
2024-12-06 02:26:35,,,0.00,,,,,,,,,,,,
2024-12-06 02:26:53,,,,0.00,,,,,,,,,,,
2024-12-06 02:27:08,0.00,,,,,,,,,,,,,,
2024-12-06 02:27:25,,,,,,,,,0.00,,,,,,
2024-12-06 02:29:03,,,,,,,0.00,,,,,,,,
2024-12-06 02:29:56,,,,,,,,,,,,,0.00,,
2024-12-06 02:29:57,,,,,,,,0.00,,,,,,,
2024-12-06 02:30:22,,,,,,,,,,0.00,,,,,
2024-12-06 02:30:31,,,,,0.00,,,,,,,,,,
2024-12-06 02:30:39,,,,,,0.00,,,,,,,,,
2024-12-06 02:31:00,,,,,,,,,,,0.00,,,,
2024-12-06 02:31:02,,,,,,,,,,,,0.00,,,
2024-12-06 02:31:16,,,,,,,,,,,,,,0.00,
2024-12-06 02:31:34,,0.00,0.00,,,,,,,,,,,,0.00
2024-12-06 02:31:54,,,,0.00,,,,,,,,,,,
2024-12-06 02:32:08,0.00,,,,,,,,,,,,,,
2024-12-06 02:32:25,,,,,,,,,0.00,,,,,,
